,Contributor,Taxon,UniqueID,AphiaID,Relative.Adult.Mobility,Relative.Adult.Mobility.Certainty,Relative.Adult.Mobility.Reference,Estimated.Max.Body.Size,Estimated.Max.Body.Size.Certainty,Estimated.Max.Body.Size.Reference,Gregariousness,Gregariousness.Certainty,Gregariousness.Reference,Foundation.Species,Foundation.Species.Certainty,Foundation.Species.Reference,Habitat.Complexity,Habitat.Complexity.Certainty,Habitat.Complexity.Reference,Abundance,Abundance.Certainty,Abundance.Reference,Chemosynthesis.Obligate,Chemosynthesis.Obligate.Certainty,Chemosynthesis.Obligate.Reference,Position.of.Symbiont,Position.of.Symbiont.Certainty,Position.of.Symbiont.Reference,Min.Depth.Range.Lower.Bound,Min.Depth.Range.Upper.Bound,Max.Depth.Range.Lower.Bound,Max.Depth.Range.Upper.Bound,Depth.Range.Certainty,Depth.Range.Reference,Substratum,Substratum.Certainty,Substratum.Reference,Zonation.From.Vent,Zonation.From.Vent.Certainty,Zonation.From.Vent.Reference,Nutritional.Source,Nutritional.Source.Certainty,Nutritional.Source.Reference,Trophic.Mode,Trophic.Mode.Certainty,Trophic.Mode.Reference,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies
537,kl@bas.ac.uk; jtc@soton.ac.uk; asac1g09@soton.ac.uk,Sericosura dimorpha,Ser537,852138,3,3,66,100,3,NA,Sometimes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vent,3,NA,NA,NA,NA,2000,2500,2000,2500,NA,645,Hard,NA,66,Medium,3,NA,NA,NA,NA,NA,3,NA,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Sericosura,,dimorpha,
538,asac1g09@soton.ac.uk; William.Reid@newcastle.ac.uk; reboschen@uvic.ca; verenat,Sericosura dissita,Ser538,345608,3,3,66,100,3,66,Never,3,66,No,3,66,Does not add,NA,NA,Low,3,66; 48,Vent,3,66,None,3,66,2000,2500,2000,2500,3,89; 66,Hard,3,66,Medium,3,66,Fauna,2,66,Bacterivore,2.5,66,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Sericosura,,dissita,
539,daphne.cuvelier@gmail.com; gorolen@mail.ru; sam.southgate@hotmail.co.uk; maria.aa.colaco@uac.pt; jtc@soton.ac.uk; asac1g09@soton.ac.uk,Sericosura heteroscela,Ser539,134633,3,3,66,100,2,NA,Never,3,66,No,3,66,Does not add,3,66,Low,3,66,Vent,3,129; 66; 88,None,3,66,500,1000,4000,4500,2.75,129; 66,Hard,2.5,88,Medium,3,88,Fauna,2,129; 66,Carnivore O,2,129; 66; 95,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Sericosura,,heteroscela,
540,sam.southgate@hotmail.co.uk; asac1g09@soton.ac.uk,Sericosura mitrata,Ser540,172986,3,3,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,3,656,NA,NA,NA,0,500,3000,3500,3,129,NA,NA,NA,NA,NA,NA,Fauna,2,129,Carnivore S,2,129,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Sericosura,,mitrata,
541,asac1g09@soton.ac.uk; William.Reid@newcastle.ac.uk; reboschen@uvic.ca; verenat,Sericosura venticola,Ser541,239658,3,3,66,100,3,66,Never,3,66,No,3,66,Does not add,1,66,Low,NA,66; 62; 48,Vent,3,129; 66,None,3,66,2000,2500,2000,2500,3,129,Hard,2,66; 129,Medium,3,62; 66,Sediment or rock surface,2,66,Bacterivore,2.5,66,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Sericosura,,venticola,
542,asac1g09@soton.ac.uk; William.Reid@newcastle.ac.uk; reboschen@uvic.ca; verenat,Sericosura verenae,Ser542,407708,3,3,66,100,2,129,Sometimes,3,62,No,3,66,Does not add,1,66,High,NA,62; 48,Vent,3,129; 66,None,3,323; ; 66,1500,2000,3000,3500,3,129,Hard,2,66; 129,Medium,2,62,Sediment or rock surface,2,66; 323; 48,Carnivore O,2.5,66; 323; 48,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Sericosura,,verenae,
543,asac1g09@soton.ac.uk; tresa2812@gmail.com; hwatanabe@jamstec.go.jp,Shinkai longipedata,Shi543,331914,1,NA,66,100,NA,NA,Sometimes,NA,66,No,NA,66,Does not add,NA,66,Low,NA,66,Vent,NA,66,None,NA,66,1000,1500,1000,1500,NA,66,Hard,NA,66,Low,NA,66,Fauna,NA,66,NA,NA,NA,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Shinkai,,longipedata,
544,asac1g09@soton.ac.uk; hwatanabe@jamstec.go.jp,Shinkai semilonga,Shi544,331916,1,NA,66,100,NA,66,NA,NA,NA,No,NA,66,Does not add,NA,66,Low,NA,66,Vent,NA,66,None,NA,66,500,1000,500,1000,NA,66,Hard,NA,66,Low,NA,66,Fauna,NA,66,NA,NA,NA,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Shinkai,,semilonga,
545,William.Reid@newcastle.ac.uk; hwatanabe@jamstec.go.jp,Shinkaia crosnieri,Shi545,378119,3,3,NA,100,3,168,Always,NA,66,No,NA,66,Does not add,NA,66,High,NA,66,Other CBE,3,608,Episymbiont,3,534,500,1000,1000,1500,2,NA,Soft,3,NA,Medium,2,NA,Sediment or rock surface,3,NA,Bacterivore,3,NA,Arthropoda,Malacostraca,Decapoda,Munidopsidae,Shinkaia,,crosnieri,
546,hwatanabe@jamstec.go.jp,Shinkaicaris leurokolos,Shi546,378104,3,2,NA,100,3,NA,Always,NA,NA,Yes,NA,NA,Does not add,NA,NA,High,NA,NA,Vent,3,602,None,2,NA,0,500,1000,1500,2,NA,Hard,3,NA,High,2,NA,Fauna,1,NA,NA,NA,NA,Arthropoda,Malacostraca,Decapoda,Alvinocarididae,Shinkaicaris,,leurokolos,
547,daphne.cuvelier@gmail.com; gorolen@mail.ru; maria.aa.colaco@uac.pt; marjolaine.Matabos@ifremer.fr; jtc@soton.ac.uk; asac1g09@soton.ac.uk,Shinkailepas briandi,Shi547,180862,3,3,66,10,3,129; 66,Never,3,NA,No,3,66,Does not add,3,66,Low,2,117; 118; 119; 120; 453,Vent,3,129; 66,None,3,NA,500,1000,4000,4500,2,129; 66,Hard,2,66,Medium,3,117; 118; 119; 120; 66,Sediment or rock surface,3,66,Bacterivore,2,66,Mollusca,Gastropoda,Cycloneritida,Phenacolepadidae,Shinkailepas,,briandi,
548,asac1g09@soton.ac.uk; hwatanabe@jamstec.go.jp; verenat,Shinkailepas kaikatensis,Shi548,512336,2,2,NA,10,3,168; 129,Sometimes,NA,66,No,NA,66,Does not add,NA,NA,High,NA,NA,Vent,3,168; 129,None,2,NA,0,500,1000,1500,2,66,Hard,3,NA,Medium,2,NA,Sediment or rock surface,2,NA,Bacterivore,1,NA,Mollusca,Gastropoda,Cycloneritida,Phenacolepadidae,Shinkailepas,,kaikatensis,
549,cchen@jamstec.go.jp; hwatanabe@jamstec.go.jp; asac1g09@soton.ac.uk,Shinkailepas myojinensis,Shi549,388339,2,3,66,10,3,168; 66,Sometimes,3,NA,No,3,NA,Does not add,3,NA,High,2,66,Vent,3,168; 66,None,3,NA,0,500,1500,2000,2.5,NA,Hard,3,66,Medium,2,66,Sediment or rock surface,2,NA,Bacterivore,2,NA,Mollusca,Gastropoda,Cycloneritida,Phenacolepadidae,Shinkailepas,,myojinensis,
550,cchen@jamstec.go.jp; jtc@soton.ac.uk; asac1g09@soton.ac.uk,Shinkailepas sp. CIR,Shi550,180861,2,2,66,100,3,NA,Never,2,NA,No,NA,NA,Does not add,NA,NA,Low,3,NA,Vent,3,NA,None,2,NA,2000,2500,3000,3500,3,NA,Hard,3,NA,Medium,3,66,Sediment or rock surface,3,NA,Bacterivore,3,NA,Mollusca,Gastropoda,Cycloneritida,Phenacolepadidae,Shinkailepas,,,
551,asac1g09@soton.ac.uk,Shinkailepas tufari,Shi551,512321,3,2,66,10,3,129,Sometimes,2,66,No,3,66,Does not add,3,66,Low,2,99,Vent,3,129,None,3,66,1000,1500,2500,3000,3,99; 277,Hard,2,66,High,2,99,Sediment or rock surface,2,66,Detritivore,2,66,Mollusca,Gastropoda,Cycloneritida,Phenacolepadidae,Shinkailepas,,tufari,
552,sam.southgate@hotmail.co.uk,Simenchelys parasitica,Sim552,126327,4,3,129,1000,3,129,Never,1,66,No,3,66,Does not add,3,66,Low,1,66,No,1,129,NA,NA,NA,0,500,2500,3000,3,129,Water column,3,129,Low,3,129,Fauna,3,129,Carnivore S,2,129,Chordata,Actinopterygii,Anguilliformes,Synaphobranchidae,Simenchelys,,parasitica,
553,asac1g09@soton.ac.uk,Siphonobrachia lauensis,Sip553,266017,1,2,66,100,3,129,Always,2,129,Yes,2,66,Open bush forming,2,66; 129,NA,NA,NA,Vent,3,129,Endosymbiont,3,129,NA,NA,NA,NA,NA,NA,Soft,2,129,Medium,2,129,Symbiont,3,129,Bacterivore,3,129,Annelida,Polychaeta,Sabellida,Siboglinidae,Siphonobrachia,,lauensis,
554,William.Reid@newcastle.ac.uk; asac1g09@soton.ac.uk; sam.southgate@hotmail.co.uk,Sirsoe grasslei,Sir554,334807,3,NA,NA,100,3,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,NA,NA,Vent,NA,NA,None,3,NA,1500,2000,2000,2500,NA,52,Soft,NA,NA,NA,NA,NA,Fauna,2,NA,Carnivore O,2,NA,Annelida,Polychaeta,Phyllodocida,Hesionidae,Sirsoe,,grasslei,
555,asac1g09@soton.ac.uk,Sirsoe hessleri,Sir555,592640,3,1,-9996,10,3,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,2,54,Other CBE,1,66,NA,NA,NA,3500,4000,5001,NA,NA,51; 54,NA,2,129,NA,NA,NA,NA,2,129,NA,2,129,Annelida,Polychaeta,Phyllodocida,Hesionidae,Sirsoe,,hessleri,
556,hans.rapp@uib.no,Skenea profunda,Ske556,141529,3,3,66,1,3,66,Always,3,66,No,3,66,Does not add,3,66,High,3,66,Other CBE,2,66,NA,NA,NA,1000,1500,2500,3000,3,66,Hard,2,66,Medium,3,66,Sediment or rock surface,2,66,Bacterivore,3,66,Mollusca,Gastropoda,Trochida,Skeneidae,Skenea,,profunda,
557,hans.rapp@uib.no,Skenea sp. nov.,Ske557,138508,3,3,66,1,3,66,Always,1,66,No,3,66,Does not add,3,66,Low,1,66,Vent,3,66,NA,NA,NA,2000,2500,2000,2500,1,66,Hard,2,66,Medium,3,66,Sediment or rock surface,2,66,Bacterivore,2,66,Mollusca,Gastropoda,Trochida,Skeneidae,Skenea,,,
558,sabine.gollner@nioz.nl; asac1g09@soton.ac.uk,Smacigastes barti,Sma558,367191,4,1,66,1,3,197,NA,NA,NA,No,3,66,Does not add,2,66,NA,NA,NA,No,2,197,None,2,66,2000,2500,2500,3000,2,197,Hard,2,197,Low,3,197,NA,NA,NA,NA,NA,NA,Arthropoda,Hexanauplia,Harpacticoida,Tegastidae,Smacigastes,,barti,
559,cchen@jamstec.go.jp; asac1g09@soton.ac.uk; elenamkr@mail.ru,Solemya flava,Sol559,743488,2,3,66,100,3,66,Never,2,NA,No,2,NA,Burrow forming,3,66,Low,3,NA,Vent,1,NA,Endosymbiont,3,NA,1000,1500,1500,2000,3,66,Soft,3,NA,Low,3,NA,Symbiont,3,NA,Bacterivore,3,NA,Mollusca,Bivalvia,Solemyida,Solemyidae,Solemya,,flava,
560,bates.amanda@gmail.com; asac1g09@soton.ac.uk,Solutigyra reticulata,Sol560,536904,3,2,66,1,2,129,NA,NA,NA,No,3,66,Does not add,2,66,NA,NA,NA,Vent,1,129,NA,NA,NA,2000,2500,2500,3000,3,277,Hard,1,129,Medium,2,129,Sediment or rock surface,2,129,Detritivore,2,129,Mollusca,Gastropoda,,Neomphalidae,Solutigyra,,reticulata,
561,hourdez@sb-roscoff.fr,Sphaerodoropsis anae,Sph561,390264,4,NA,NA,10,NA,NA,Never,NA,NA,No,NA,NA,Does not add,NA,NA,Low,NA,NA,Vent,NA,1,None,NA,NA,2000,2500,2000,2500,NA,NA,Soft,NA,NA,Medium,NA,NA,Sediment or rock surface,NA,NA,Detritivore,NA,NA,Annelida,Polychaeta,Phyllodocida,Sphaerodoridae,Sphaerodoropsis,,anae,
562,asac1g09@soton.ac.uk; William.Reid@newcastle.ac.uk; reboschen@uvic.ca,Sphaerosyllis ridgensis,Sph562,332027,3,3,66,10,3,66,Never,3,66,No,3,66,Does not add,NA,66,Low,NA,66; 48,Vent,3,129,None,3,66,2000,2500,2000,2500,3,48; 66,Hard,3,66,Medium,3,66,Fauna,3,66,Carnivore O,2.333333333,129; 66,Annelida,Polychaeta,Phyllodocida,Syllidae,Sphaerosyllis,,ridgensis,
563,kl@bas.ac.uk; elenamkr@mail.ru,Spinaxinus caldarium,Spi563,954692,2,3,NA,100,NA,66,Never,NA,66,No,NA,66,Burrow forming,NA,66,Low,NA,66,Vent,3,NA,Endosymbiont,NA,66,1000,1500,1000,1500,NA,66,Soft,NA,66,Medium,3,NA,Symbiont,3,NA,Bacterivore,3,NA,Mollusca,Bivalvia,Lucinida,Thyasiridae,Spinaxinus,,caldarium,
564,sabine.stohr@nrm.se,Spinophiura jolliveti,Spi564,238166,3,3,66,10,3,503,Sometimes,3,503,No,3,66,Does not add,3,66,High,3,503,Vent,3,503,None,2,66,2000,2500,2500,3000,3,503,Hard,3,503,Medium,3,503,Fauna,1,66,Carnivore S,1,66,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Spinophiura,,jolliveti,
565,gorolen@mail.ru; sam.southgate@hotmail.co.uk; tammy.horton@noc.ac.uk; jtc@soton.ac.uk; asac1g09@soton.ac.uk,Steleuthera ecoprophycaea,Ste565,554995,3,2,66; 129,1,3,45; 129,Sometimes,1,45,No,3,66,Does not add,3,66,Low,3,45 66,Vent,3,45 129; 66,None,3,NA,3000,3500,3500,4000,3,45 129; 66,Hard,2,45 66,Medium,1,45,Fauna,3,66,Carnivore S,1,66,Arthropoda,Malacostraca,Amphipoda,Stegocephalidae,Steleuthera,,ecoprophycaea,
566,tammy.horton@noc.ac.uk; maria.aa.colaco@uac.pt,Stenopleustes rainbowi,Ste566,549777,3,3,44,10,3,43; 44,Never,1,44,No,3,66,Does not add,3,66,Low,3,44,Vent,2,44; 44,None,2,NA,2000,2500,2000,2500,3,44,Hard,2,44,Low,1,44,Sediment or rock surface,2,66,NA,2,66,Arthropoda,Malacostraca,Amphipoda,Pleustidae,Stenopleustes,,rainbowi,
567,tammy.horton@noc.ac.uk; asac1g09@soton.ac.uk,Stenothoe divae,Ste567,389653,3,3,43,10,3,42,Sometimes,2,66,No,3,66,Does not add,3,66,Low,3,43,Vent,2,43,None,2,NA,500,1000,500,1000,3,43,Hard,2,43,Medium,3,43,NA,NA,NA,NA,1,66,Arthropoda,Malacostraca,Amphipoda,Stenothoidae,Stenothoe,,divae,
568,tammy.horton@noc.ac.uk; asac1g09@soton.ac.uk,Stenothoe marvela,Ste568,389654,3,3,43,1,3,42,Sometimes,2,66,No,3,66,Does not add,3,66,Low,3,43,Vent,2,43,None,2,NA,2500,3000,2500,3000,3,43,Hard,2,43,Medium,3,43,NA,NA,NA,NA,1,66,Arthropoda,Malacostraca,Amphipoda,Stenothoidae,Stenothoe,,marvela,
569,tammy.horton@noc.ac.uk; asac1g09@soton.ac.uk,Stenothoe menezgweni,Ste569,389655,3,3,43,10,3,42,Sometimes,2,66,No,3,66,Does not add,3,66,Low,3,43,Vent,2,43,None,2,NA,500,1000,500,1000,3,43,Hard,2,43,Medium,3,43,NA,NA,NA,NA,1,66,Arthropoda,Malacostraca,Amphipoda,Stenothoidae,Stenothoe,,menezgweni,
570,ijc1g15@soton.ac.uk; tammy.horton@noc.ac.uk,Stephonyx mytilus,Ste570,557626,4,2,20,100,3,66; 20,Never,3,20,No,3,66,Does not add,3,66,Low,3,20,Vent,2,20,None,2,NA,2000,2500,2500,3000,3,20,Hard,3,20,Low,2,20,Fauna,3,66; 20,Carnivore S,3,20,Arthropoda,Malacostraca,Amphipoda,Uristidae,Stephonyx,,mytilus,
571,bates.amanda@gmail.com; sabine.gollner@nioz.nl,Stygiopontius appositus,Sty571,355914,4,2,66,10,2,66,Sometimes,1,66,No,3,66,Does not add,2,66,High,2,66,Vent,1,541,None,3,66,2500,3000,2500,3000,2,129,NA,NA,NA,NA,NA,NA,Sediment or rock surface,1,198,Bacterivore,1,198,Arthropoda,Hexanauplia,Siphonostomatoida,Dirivultidae,Stygiopontius,,appositus,
572,asac1g09@soton.ac.uk; verenat; sabine.gollner@nioz.nl,Stygiopontius brevispina,Sty572,355915,4,2,66,10,3,66,NA,NA,NA,No,2,66,NA,NA,NA,NA,NA,NA,Vent,3,129,NA,NA,NA,1500,2000,3500,4000,3,129,Water column,2,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arthropoda,Hexanauplia,Siphonostomatoida,Dirivultidae,Stygiopontius,,brevispina,
573,bates.amanda@gmail.com; sabine.gollner@nioz.nl,Stygiopontius cinctiger,Sty573,355916,4,2,66,10,2,66,Sometimes,1,66,No,3,66,Does not add,2,66,High,2,66,Vent,1,541,None,3,66,2500,3000,2500,3000,2,129,NA,NA,NA,NA,NA,NA,Sediment or rock surface,1,198,Bacterivore,1,198,Arthropoda,Hexanauplia,Siphonostomatoida,Dirivultidae,Stygiopontius,,cinctiger,
574,gorolen@mail.ru; sam.southgate@hotmail.co.uk; sabine.gollner@nioz.nl,Stygiopontius cladarus,Sty574,361212,4,2,66,10,2,66,Never,2,NA,No,3,NA,Does not add,3,NA,High,3,129; 66,Vent,3,129; 66,None,3,NA,1000,1500,3500,4000,3,129; 66,Hard,2,NA,High,2,NA,Sediment or rock surface,2,NA,Bacterivore,2,NA,Arthropoda,Hexanauplia,Siphonostomatoida,Dirivultidae,Stygiopontius,,cladarus,
575,sabine.gollner@nioz.nl; sam.southgate@hotmail.co.uk; William.Reid@newcastle.ac.uk; asac1g09@soton.ac.uk,Stygiopontius flexus,Sty575,355917,4,2,66,10,3,66,NA,NA,NA,No,3,66,Does not add,2,66,High,3,200; 66,Vent,3,196; 66; 129,None,3,66,1000,1500,2500,3000,3,66,Hard,3,200,High,3,200; 196; 195; 636,Sediment or rock surface,2,217; 66,Bacterivore,3,217; 66,Arthropoda,Hexanauplia,Siphonostomatoida,Dirivultidae,Stygiopontius,,flexus,
576,bates.amanda@gmail.com; sabine.gollner@nioz.nl,Stygiopontius hispidulus,Sty576,355918,4,NA,66,10,3,66,Sometimes,1,66,No,3,66,Does not add,2,66,High,2,66,No,2,195; 66,None,3,66,2000,2500,2500,3000,2,196; 129,Hard,3,200,High,3,200; 196; 195; 220,Sediment or rock surface,1,217; 198,Bacterivore,1,217; 198,Arthropoda,Hexanauplia,Siphonostomatoida,Dirivultidae,Stygiopontius,,hispidulus,
577,gorolen@mail.ru; sam.southgate@hotmail.co.uk; sabine.gollner@nioz.nl,Stygiopontius latulus,Sty577,361213,4,2,66,10,2,66,Never,2,NA,No,3,NA,Does not add,3,NA,High,3,129; 66,Vent,3,129; 66,None,3,NA,1000,1500,3500,4000,3,129; 66,Hard,2,NA,High,2,NA,Sediment or rock surface,2,NA,Bacterivore,2,NA,Arthropoda,Hexanauplia,Siphonostomatoida,Dirivultidae,Stygiopontius,,latulus,
578,asac1g09@soton.ac.uk; sabine.gollner@nioz.nl,Stygiopontius lauensis,Sty578,355919,4,2,66,10,3,66,NA,NA,NA,No,2,66,NA,NA,NA,NA,NA,NA,Vent,3,129,NA,NA,NA,1500,2000,2500,3000,3,66,Water column,2,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arthropoda,Hexanauplia,Siphonostomatoida,Dirivultidae,Stygiopontius,,lauensis,
579,gorolen@mail.ru; sabine.gollner@nioz.nl,Stygiopontius mirus,Sty579,361214,4,2,66,10,2,66,Never,2,NA,No,3,NA,Does not add,3,NA,High,2,NA,Vent,2,NA,None,3,NA,3000,3500,3000,3500,2,NA,Hard,2,NA,High,2,NA,Sediment or rock surface,2,NA,Bacterivore,2,NA,Arthropoda,Hexanauplia,Siphonostomatoida,Dirivultidae,Stygiopontius,,mirus,
580,sabine.gollner@nioz.nl; sam.southgate@hotmail.co.uk,Stygiopontius mucroniferus,Sty580,355921,4,2,66,10,3,66,NA,NA,NA,No,3,66,Does not add,2,66,High,3,200; 66,Vent,3,196; 66; 129,None,2,66,1000,1500,2500,3000,3,66,Hard,3,196,Medium,3,196,Sediment or rock surface,1,217,Bacterivore,1,217,Arthropoda,Hexanauplia,Siphonostomatoida,Dirivultidae,Stygiopontius,,mucroniferus,
581,bates.amanda@gmail.com; sabine.gollner@nioz.nl,Stygiopontius paxillifer,Sty581,355922,4,NA,66,10,3,66,Sometimes,1,66,No,3,66,Does not add,2,66,High,2,200; 66,Vent,2,196; 66; 541,None,3,66,2000,2500,2500,3000,2,196; 129,Hard,3,200,High,3,200; 196; 195,Sediment or rock surface,1,217; 198,Bacterivore,1,217; 66; 198,Arthropoda,Hexanauplia,Siphonostomatoida,Dirivultidae,Stygiopontius,,paxillifer,
582,gorolen@mail.ru; sam.southgate@hotmail.co.uk; asac1g09@soton.ac.uk; sabine.gollner@nioz.nl,Stygiopontius pectinatus,Sty582,135802,4,2,66,10,2,66,Never,2,NA,No,3,66,Does not add,3,66,High,3,129; 66,Vent,3,129; 66,None,3,NA,1000,1500,3500,4000,3,129; 66,Hard,2,NA,High,2,NA,Sediment or rock surface,2,NA,Bacterivore,2,NA,Arthropoda,Hexanauplia,Siphonostomatoida,Dirivultidae,Stygiopontius,,pectinatus,
583,asac1g09@soton.ac.uk; sabine.gollner@nioz.nl; sam.southgate@hotmail.co.uk; William.Reid@newcastle.ac.uk; verenat,Stygiopontius quadrispinosus,Sty583,355923,4,3,66,10,3,66,NA,NA,NA,No,3,66,Does not add,2,66,High,3,537; 66.,Vent,3,66; 129; 196,None,3,66; 198,1000,1500,3000,3500,3,66,Hard,3,537,High,3,200; 537,Sediment or rock surface,3,324; 198; 66,Bacterivore,3,324; 198; 66,Arthropoda,Hexanauplia,Siphonostomatoida,Dirivultidae,Stygiopontius,,quadrispinosus,
584,gorolen@mail.ru; sam.southgate@hotmail.co.uk; sabine.gollner@nioz.nl,Stygiopontius regius,Sty584,361215,4,2,66,10,2,66,Never,2,NA,No,3,NA,Does not add,3,NA,High,3,129; 66,Vent,3,129; 66,None,3,NA,1000,1500,3500,4000,3,129,Hard,2,NA,High,2,NA,Sediment or rock surface,2,NA,Bacterivore,2,NA,Arthropoda,Hexanauplia,Siphonostomatoida,Dirivultidae,Stygiopontius,,regius,
585,daphne.cuvelier@gmail.com; gorolen@mail.ru; sabine.gollner@nioz.nl,Stygiopontius rimivagus,Sty585,135803,4,2,66,10,2,66,Never,2,NA,No,3,NA,Does not add,3,NA,High,2,NA,Vent,2,NA,None,3,NA,500,1000,3000,3500,2,NA,Hard,2,NA,High,2,NA,Sediment or rock surface,2,NA,Bacterivore,2,NA,Arthropoda,Hexanauplia,Siphonostomatoida,Dirivultidae,Stygiopontius,,rimivagus,
586,bates.amanda@gmail.com; sabine.gollner@nioz.nl,Stygiopontius sentifer,Sty586,355924,4,2,66,10,3,66,Sometimes,1,66,No,3,66,Does not add,2,66,High,2,200; 66,Vent,2,196; 66; 541,None,3,66,2000,2500,2500,3000,2,196; 129,Hard,3,196,High,3,196,Sediment or rock surface,1,217; 198,Bacterivore,1,217; 66; 198,Arthropoda,Hexanauplia,Siphonostomatoida,Dirivultidae,Stygiopontius,,sentifer,
587,gorolen@mail.ru; sam.southgate@hotmail.co.uk; sabine.gollner@nioz.nl,Stygiopontius serratus,Sty587,361564,4,2,66,10,2,66,Never,2,NA,No,3,NA,Does not add,3,NA,High,3,129; 66,Vent,3,129,None,3,NA,1000,1500,3500,4000,3,129; 66,Hard,2,NA,High,2,NA,Sediment or rock surface,2,NA,Bacterivore,2,NA,Arthropoda,Hexanauplia,Siphonostomatoida,Dirivultidae,Stygiopontius,,serratus,
588,asac1g09@soton.ac.uk; sabine.gollner@nioz.nl,Stygiopontius stabilitus,Sty588,355925,4,2,66,10,3,66,NA,NA,NA,No,3,66,Does not add,2,66,High,2,200,Vent,3,196; 66; 129,None,2,66,1500,2000,3500,4000,3,196; 129,Hard,3,196; 198,High,3,196,Sediment or rock surface,1,217,Bacterivore,1,217; 66,Arthropoda,Hexanauplia,Siphonostomatoida,Dirivultidae,Stygiopontius,,stabilitus,
589,gorolen@mail.ru; sam.southgate@hotmail.co.uk; sabine.gollner@nioz.nl,Stygiopontius teres,Sty589,361216,4,2,66,10,2,66,Never,2,NA,No,3,NA,Does not add,3,NA,High,3,129; 66,Vent,3,129,None,3,NA,1000,1500,3500,4000,3,129,Hard,2,NA,High,2,NA,Sediment or rock surface,2,NA,Bacterivore,2,NA,Arthropoda,Hexanauplia,Siphonostomatoida,Dirivultidae,Stygiopontius,,teres,
590,bates.amanda@gmail.com; sabine.gollner@nioz.nl,Stygiopontius verruculatus,Sty590,355926,4,2,66,10,2,66,Sometimes,1,66,No,3,66,Does not add,2,66,High,2,66,Vent,1,541,None,3,66,2500,3000,2500,3000,2,129,NA,NA,NA,NA,NA,NA,Sediment or rock surface,1,198,Bacterivore,1,198,Arthropoda,Hexanauplia,Siphonostomatoida,Dirivultidae,Stygiopontius,,verruculatus,
591,gorolen@mail.ru,Sutilizona pterodon,Sut591,180880,3,2,NA,10,1,NA,Never,2,NA,No,3,NA,Does not add,3,NA,High,2,NA,Vent,2,NA,None,3,NA,1500,2000,4000,4500,2,NA,Hard,2,NA,Medium,2,NA,Sediment or rock surface,2,NA,Detritivore,2,NA,Mollusca,Gastropoda,Lepetellida,Sutilizonidae,Sutilizona,,pterodon,
592,hans.rapp@uib.no,Sycon abyssale,Syc592,132247,1,3,66,10,3,163,Sometimes,3,66,No,3,66,Does not add,2,66,Low,3,66,No,3,66,NA,NA,NA,0,500,3500,4000,3,66,Soft,3,NA,Medium,3,66,Water column,3,66,NA,NA,NA,Porifera,Calcarea,Leucosolenida,Sycettidae,Sycon,,abyssale,
593,asac1g09@soton.ac.uk,Symmetromphalus hageni,Sym593,450021,3,2,66,10,3,129,Always,3,129,NA,NA,NA,Mat forming,1,129,High,3,129,Vent,3,129,Endosymbiont,2,129,2000,2500,2000,2500,3,277,Hard,1,66; 129,High,2,129,Symbiont,2,66; 129,Bacterivore,2,129; 66,Mollusca,Gastropoda,,Neomphalidae,Symmetromphalus,,hageni,
594,asac1g09@soton.ac.uk,Symmetromphalus regularis,Sym594,450022,3,2,66,10,3,129,Always,3,129,NA,NA,NA,Mat forming,1,129,High,3,129,Vent,3,129,Endosymbiont,2,129,3500,4000,3500,4000,3,277,Hard,1,129,High,2,129,Symbiont,2,66; 129,Bacterivore,2,129; 66,Mollusca,Gastropoda,,Neomphalidae,Symmetromphalus,,regularis,
595,verenat@uvic.ca; asac1g09@soton.ac.uk,Symphurus maculopinnis,Sym595,712920,4,3,375,100,3,375,Always,3,,No,3,66,Does not add,3,66,High,3,375,Vent,3,375; 540,None,2,66,0,500,500,1000,NA,375; 540,Soft,NA,375,High,NA,375,Fauna,2,540,Carnivore O,2,540,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,Symphurus,,maculopinnis,
596,William.Reid@newcastle.ac.uk; verenat,Symphurus thermophilus,Sym596,398703,4,NA,607,100,NA,66,Always,NA,66,No,NA,607,Does not add,NA,607,High,NA,66,Vent,NA,66,None,3,66,500,1000,1000,1500,NA,66,Soft,NA,66,Medium,NA,66,Fauna,2,66,Carnivore O,3,NA,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,Symphurus,,thermophilus,
