"","unique(bis$scientificName)"
"6954","Metridia brevicauda"
"6955","Lucicutia aurita"
"6956","Corycaeus lubbocki"
"6957","Mysidacea"
"6958","Hyperia"
"6959","Cypridina"
"6960","Lucifer hanseni"
"6961","Lamellibranchiata"
"6962","Squilla"
"6963","Holothuria coluber"
"6964","Holothuria pulla"
"6965","Tetralia rubridactyla"
"6966","Undinula darwinii"
"6967","Candacia bradyi"
"6968","Eucalanus pseudattenuatus"
"6969","Subeucalanus"
"6970","Euchaeta marinella"
"6971","Euchaeta wolfendeni"
"6972","Labidocera euchaeta"
"6973","Pontellopsis krameri"
"6974","Acartia spinicauda"
"6975","Scolecithrix"
"6976","Monstrilla helgolandica"
"6977","Monstrilla"
"6978","Pachysoma punctatum"
"6979","Pachysoma"
"6980","Actinopyga echinites"
"6981","Actinopyga mauritiana"
"6982","Bohadschia marmorata"
"6983","Holothuria atra"
"6984","Holothuria fuscocinerea"
"6985","Holothuria leucospilota"
"6986","Holothuria pervicax"
"6987","Holothuria difficilis"
"6988","Holothuria cinerascens"
"6989","Holothuria hilla"
"6990","Holothuria impatiens"
"6991","Labidodemas semperianum"
"6992","Stichopus horrens"
"6993","Phyrella fragilis"
"6994","Euapta godeffroyi"
"6995","Opheodesoma grisea"
"6996","Polyplectana kallipeplos"
"6997","Synapta maculata"
"6998","Rhincalanus rostrifrons"
"6999","Bestiolina sinica"
"7000","Labidocera bipinnata"
"7001","Pontella chierchiae"
"7002","Pontella fera"
"7003","Corycaeus dahli"
"7004","Corycaeus erythraeus"
"7005","Corycaeus gibbulus"
"7006","Corycaeus agilis"
"7007","Corycaeus giesbrechti"
"7008","Oncaea conifera"
"7009","Oncaea minuta"
"7010","Caulerpa racemosa"
"7011","Kappaphycus cottonii"
"7012","Kappaphycus striatum"
"7013","Hypnea cervicornis"
"7014","Hypnea esperi"
"7015","Acanthophora spicifera"
"7016","Caulerpa microphysa"
"7017","Codium edule"
"7018","Halymenia durvillei"
"7019","Scinaia hormoides"
"7020","Caulerpa sertularioides"
"7021","Codium geppii"
"7022","Hypnea valentiae"
"7023","Gracilaria coronopifolia"
"7024","Hydropuntia eucheumatoides"
"7025","Laurencia papillosa"
"7026","Caulerpa peltata"
"7027","Calocalanus gracilis"
"7028","Parvocalanus"
"7029","Clytemnestra rostrata"
"7030","Triconia minuta"
"7031","Acartia bifilosa"
"7032","Euchirella indica"
"7033","Arietellus setosus"
"7034","Arietellus simplex"
"7035","Centraugaptilus porcellus"
"7036","Euaugaptilus elongatus"
"7037","Euaugaptilus magnus"
"7038","Haloptilus austini"
"7039","Haloptilus paralongicirrus"
"7040","Pachyptilus eurygnathus"
"7041","Temorites brevis"
"7042","Calanoides carinatus"
"7043","Clausocalanus jobei"
"7044","Eucalanus elongatus"
"7045","Pareucalanus langae"
"7046","Pareucalanus sewelli"
"7047","Paraeuchaeta bisinuata"
"7048","Paraeuchaeta tuberculata"
"7049","Paraeuchaeta vorax"
"7050","Disseta palumboi"
"7051","Heterorhabdus abyssalis"
"7052","Heterorhabdus spinosus"
"7053","Heterorhabdus vipera"
"7054","Lucicutia bicornuta"
"7055","Lucicutia curta"
"7056","Lucicutia gemina"
"7057","Bathycalanus richardi"
"7058","Megacalanus princeps"
"7059","Metridia curticauda"
"7060","Metridia princeps"
"7061","Paracalanus serrulus"
"7062","Phyllopus helgae"
"7063","Pontella danae"
"7064","Scolecithricella ovata"
"7065","Scolecithricella tenuiserrata"
"7066","Monacilla gracilis"
"7067","Monacilla typica"
"7068","Spinocalanus usitatus"
"7069","Haloptilus longicirrus"
"7070","Paraheterorhabdus vipera"
"7071","Oithona pulla"
"7072","Aegisthus mucronatus"
"7073","Mormonilla minor"
"7074","Corycaeus limbatus"
"7075","Corycaeus asiaticus"
"7076","Lubbockia marukawai"
"7077","Lubbockia minuta"
"7078","Oncaea gracilis"
"7079","Corycaeus pumilus"
"7080","Corycaeus subtilis"
"7081","Pleuromamma borealis"
"7082","Sapphirina iris"
"7083","Scolecithricella emarginata"
"7084","Scolecithrix nicobarica"
"7085","Metacalanus aurivillii"
"7086","Centropages sinensis"
"7087","Oncaea similis"
"7088","Paracalanus nudus"
"7089","Pontella securifer"
"7090","Pontella sinica"
"7091","Pontellopsis regalis"
"7092","Pseudodiaptomus annandalei"
"7093","Oncaea ornata"
"7094","Halobates micans"
"7095","Halobates sericeus"
"7096","Aidanosagitta"
"7097","Sagitta macrocephala"
"7098","Ferosagitta"
"7099","Sagitta bruuni"
"7100","Sagitta septata"
"7101","Eukrohnia fowleri"
"7102","Actinopyga caerulea"
"7103","Actinopyga caroliniana"
"7104","Actinopyga lecanora"
"7105","Actinopyga miliaris"
"7106","Actinopyga palauensis"
"7107","Bohadschia"
"7108","Bohadschia bivittata"
"7109","Bohadschia koellikeri"
"7110","Bohadschia vitiensis"
"7111","Holothuria"
"7112","Holothuria arenicola"
"7113","Holothuria excellens"
"7114","Holothuria fuscogilva"
"7115","Holothuria fuscopunctata"
"7116","Holothuria rigida"
"7117","Holothuriidae"
"7118","Holothuria turriscelsa"
"7119","Opheodesoma"
"7120","Pearsonothuria graeffei"
"7121","Polyplectana"
"7122","Stichopus"
"7123","Stichopus herrmanni"
"7124","Stichopus noctivagus"
"7125","Stichopus variegatus"
"7126","Synaptula"
"7127","Thelenota anax"
"7128","Thelenota rubralineata"
"7129","Augaptilidae"
"7130","Paraeuchaeta longicornis"
"7131","Paraeuchaeta media"
"7132","Paraeuchaeta spinosa"
"7133","Heterorhabdidae"
"7134","Pleuromamma abdominalis abdominalis"
"7135","Xanthocalanus pinguis"
"7136","Xanthocalanus"
"7137","Pseudocyclopidae"
"7138","Euphausia brevis"
"7139","Euphausia gibboides"
"7140","Euphausia mutica"
"7141","Stylocheiron affine"
"7142","Stylocheiron abbreviatum"
"7143","Stylocheiron suhmi"
"7144","Thysanopoda aequalis"
"7145","Thysanopoda tricuspidata"
"7146","Anthiinae"
"7147","Paracaesio"
"7148","Etelinae"
"7149","Pseudoscopelus"
"7150","Coryphaena equiselis"
"7151","Pseudoscopelus scriptus sagamianus"
"7152","Grammatonotus"
"7153","Caristius macropus"
"7154","Hoplolatilus fronticinctus"
"7155","Lutjanus"
"7156","Symphysanodon"
"7157","Hoplolatilus"
"7158","Caesio tile"
"7159","Embolichthys mitsukurii"
"7160","Odontanthias"
"7161","Holanthias"
"7162","Caesioninae"
"7163","Coryphaena"
"7164","Malakichthys"
"7165","Leiognathus"
"7166","Lestrolepis"
"7167","Cephalopholis"
"7168","Epinephelinae"
"7169","Erythrocles"
"7170","Mirolabrichthys"
"7171","Sciaenidae"
"7172","Ammotheidae"
"7173","Mene maculata"
"7174","Taractes asper"
"7175","Etelis"
"7176","Cirrhitidae"
"7177","Cirrhitichthys"
"7178","Chiasmodontidae"
"7179","Pisces"
"7180","Howella"
"7181","Eutaeniophorus festivus"
"7182","Myripristinae"
"7183","Pomacanthidae"
"7184","Chiasmodon"
"7185","Holocentrinae"
"7186","Sphyraenops bairdianus"
"7187","Paratrachichthys"
"7188","Grammistidae"
"7189","Forcipiger"
"7190","Rondeletia"
"7191","Hapalogenys"
"7192","Naucrates ductor"
"7193","Taractes"
"7194","Paraeuchaeta biloba"
"7195","Metridinidae"
"7196","Ditrichocorycaeus"
"7197","Farranula"
"7198","Macrocypridina"
"7199","Sinocalanus"
"7200","Anthomedusae"
"7201","Mysis"
"7202","Gennadas"
"7203","Aetideopsis retusa"
"7204","Bradyidius angustus"
"7205","Calanoides philippinensis"
"7206","Centropages longicornis"
"7207","Bestiolina similis"
"7208","Scaphocalanus longifurca"
"7209","Scolecithricella ctenopus"
"7210","Tharybis"
"7211","Tortanus digitalis"
"7212","Copilia mediterranea"
"7213","Copilia recta"
"7214","Acartia longiremis"
"7215","Aetideus armatus"
"7216","Aetideus bradyi"
"7217","Centropages orsini"
"7218","Scolecithricidae"
"7219","Pareucalanus"
"7220","Aetideopsis armata"
"7221","Euchirella speciosa"
"7222","Augaptilus gracilis"
"7223","Euaugaptilus angustus"
"7224","Haloptilus setuliger"
"7225","Clausocalanus ingens"
"7226","Euchaeta acuta"
"7227","Heterorhabdus clausi"
"7228","Amallothrix"
"7229","Scolecithricella abyssalis"
"7230","Scolecithricella schizosoma"
"7231","Scottocalanus persecans"
"7232","Spinocalanus"
"7233","Sapphirina maculosa"
"7234","Euaugaptilus bullifer"
"7235","Euaugaptilus hyperboreus"
"7236","Euaugaptilus nodifrons"
"7237","Cyclothone alba"
"7238","Cyclothone pseudopallida"
"7239","Anguillidae"
"7240","Chlopsidae"
"7241","Ariosoma"
"7242","Moringuidae"
"7243","Derichthyidae"
"7244","Elopiformes"
"7245","Notacanthiformes"
"7246","Stolephorus buccaneeri"
"7247","Vinciguerria attenuata"
"7248","Gonostoma ebelingi"
"7249","Gonostoma atlanticum"
"7250","Scopelarchidae"
"7251","Benthalbella"
"7252","Scopelarchus"
"7253","Hygophum proximum"
"7254","Diogenichthys laternatus"
"7255","Bolinichthys"
"7256","Ceratoscopelus warmingi"
"7257","Lestidium"
"7258","Bregmaceros atlanticus"
"7259","Himantolophus groenlandicus"
"7260","Bothus mancus"
"7261","Bathylagus longirostris"
"7262","Vinciguerria poweriae"
"7263","Gonostoma elongatum"
"7264","Astronesthidae"
"7265","Melanostomiatidae"
"7266","Scopelarchus michaelsarsi"
"7267","Diogenichthys atlanticus"
"7268","Myctophum spinosum"
"7269","Ceratioidei"
"7270","Lophodolus acanthognathus"
"7271","Makaira mazara"
"7272","Psenes cyanophrys"
"7273","Bregmaceros macclellandi"
"7274","Lampridae"
"7275","Thunnus alalunga"
"7276","Stemonosudis macrura"
"7277","Gigantactis"
"7278","Melanocetus johnsonii"
"7279","Balistoidei"
"7280","Masturus lanceolatus"
"7281","Stomias nebulosus"
"7282","Photostomias guernei"
"7283","Ahliesaurus brevis"
"7284","Hygophum reinhardti"
"7285","Centrobranchus andreae"
"7286","Triphoturus microchir"
"7287","Lestidiops"
"7288","Lestidiops indopacifica"
"7289","Stemonosudis elegans"
"7290","Evermannella indica"
"7291","Tetragonurus pacificus"
"7292","Margrethia obtusirostra"
"7293","Benthosema suborbitale"
"7294","Notolychnus valdiviae"
"7295","Idiolychnus urolampus"
"7296","Flagellostomias boureei"
"7297","Leptostomias"
"7298","Cryptopsaras couesi"
"7299","Echeneididae"
"7300","Tetrapturus audax"
"7301","Malacosteidae"
"7302","Paralepis"
"7303","Carapodidae"
"7304","Pentherichthys"
"7305","Macrostomias pacificus"
"7306","Benthosema"
"7307","Naso"
"7308","Ostraciidae"
"7309","Fistulariidae"
"7310","Psenes arafurensis"
"7311","Bothus myriaster"
"7312","Vinciguerria"
"7313","Thaumatichthys"
"7314","Hyaloceratias"
"7315","Siganidae"
"7316","Stemonosudis rothschildi"
"7317","Oneirodes eschrichtii"
"7318","Chaenophryne"
"7319","Benthodesmus elongatus pacificus"
"7320","Rosenblattichthys hubbsi"
"7321","Scopelosaurus harryi"
"7322","Cryptopsaras"
"7323","Asterorhombus"
"7324","Lestidiops mirabilis"
"7325","Anguilla marmorata"
"7326","Actinopteri"
"7327","Anguilla"
"7328","Cyematidae"
"7329","Saccopharyngiformes"
"7330","Megaptera novaeangliae"
"7331","Delphinidae"
"7332","Diplophos greyae"
"7333","Woodsia nonsuchae"
"7334","Scolecithricella bradyi"
"7335","Sthenoteuthis oualaniensis"
"7336","Benthalbella infans"
"7337","Dysommatidae"
"7338","Xenocongridae"
"7339","Muraenesocidae"
"7340","Gnathophis"
"7341","Conchoderma auritum"
"7342","Conchoderma hunteri"
"7343","Conchoderma virgatum"
"7344","Physalia physalis"
"7345","Sphaerozoum punctatum"
"7346","Calanus minor"
"7347","Undinula darwini"
"7348","Hyperia schizogeneios"
"7349","Leptocotis ambobus"
"7350","Oikopleura longicauda"
"7351","Oxyporhamphus micropterus"
"7352","Engraulidae"
"7353","Istiophoridae"
"7354","Dasyatis melanospilos"
"7355","Rhinoptera javanica"
"7356","Gymnothorax neglectus"
"7357","Adioryx spinifer"
"7358","Myripristis murdjan"
"7359","Mugil"
"7360","Polydactylus plebejus"
"7361","Malacanthus hoedtii"
"7362","Caranx ferdau"
"7363","Caranx lugubris"
"7364","Caranx melampygus"
"7365","Scomberoides lysan"
"7366","Chaetodon daedalma"
"7367","Chaetodon ornatissimus"
"7368","Chaetodon punctatofasciatus"
"7369","Chaetodon quadrimaculatus"
"7370","Chaetodon unimaculatus"
"7371","Cirrhitops hubbardi"
"7372","Paracirrhites hemistictus"
"7373","Anampses meleagrides"
"7374","Bodianus hirsutus"
"7375","Thalassoma fuscum"
"7376","Xyrichtys pavo"
"7377","Gnathodentex aurolineatus"
"7378","Aphareus furcatus"
"7379","Aprion virescens"
"7380","Caesio xanthonotus"
"7381","Parupeneus bifasciatus"
"7382","Pempheris xanthoptera"
"7383","Centropyge flavissimus"
"7384","Plectorhynchus orientalis"
"7385","Scarus lepidus"
"7386","Cephalopholis miniatus"
"7387","Cephalopholis urodelus"
"7388","Epinephelus rhyncholepis"
"7389","Mirolabrichthys tuka pascalus"
"7390","Acanthurus bleekeri"
"7391","Acanthurus guttatus"
"7392","Acanthurus lineatus"
"7393","Acanthurus maculiceps"
"7394","Naso tuberosus"
"7395","Eleotriodes strigatus"
"7396","Pogonoculius zebra"
"7397","Alticus orientalis"
"7398","Balistapus aculeatus"
"7399","Balistes bursa"
"7400","Balistes conspicillum"
"7401","Balistes flavimarginatus"
"7402","Balistes fuscus"
"7403","Melichthys niger"
"7404","Odonus erythrodon"
"7405","Tetraodon meleagris"
"7406","Carcharhinus albimarginatus"
"7407","Adioryx"
"7408","Holacanthus trimaculatus"
"7409","Bodianus perditio"
"7410","Gymnocranius japonicus"
"7411","Acanthurus glaucopareius"
"7412","Etelis marshi"
"7413","Tropidinius amoenus"
"7414","Priacanthus boops"
"7415","Pristipomoides sieboldii"
"7416","Notoacmea schrenckii boninensis"
"7417","Sanhaliotis stomatiaeformis"
"7418","Haliotis crebrisculpta"
"7419","Clanculus margaritarius"
"7420","Clanculus denticulatus"
"7421","Turbo setosus"
"7422","Turbo argyrostomus"
"7423","Nodilittorina pyramidalis"
"7424","Nodilittorina leucosticta feejeensis"
"7425","Siliquaria cumingii"
"7426","Dendropoma maximum"
"7427","Angiola labiosa"
"7428","Supplanaxis abbreviatus ogasawaranus"
"7429","Cerithium columna"
"7430","Cerithium citrinum"
"7431","Semivertagus interstriatus"
"7432","Tricornis thersites"
"7433","Harpago chiragra"
"7434","Sabia conica"
"7435","Erosaria helvola"
"7436","Erosaria poraria"
"7437","Erosaria cernica"
"7438","Staphylaea nucleus"
"7439","Talostolida teres"
"7440","Luria isabella"
"7441","Talparia talpa"
"7442","Ravitrona caputserpentis mikado"
"7443","Mauritia maculifera"
"7444","Ponda carneola"
"7445","Lyncina vitellus"
"7446","Lyncina lynx"
"7447","Lampusia aquatilis"
"7448","Casmaria ponderosa nipponensis"
"7449","Bursa bufonia dunkeri"
"7450","Bursa cruentata"
"7451","Colubrellina granularis"
"7452","Tonna perdix"
"7453","Chicoreus ramosus"
"7454","Tenguella granulata"
"7455","Morula striata"
"7456","Morula uva"
"7457","Drupa ricinus"
"7458","Drupa albolabris"
"7459","Drupa rubusidaeus"
"7460","Drupa clathrata"
"7461","Drupella cornus"
"7462","Drupella fragum"
"7463","Purpura persica"
"7464","Thais armigera"
"7465","Coralliophila neritoidea"
"7466","Quoyula madreporarum"
"7467","Euplica turturina"
"7468","Clivipollia pulchra"
"7469","Pollia undosa"
"7470","Pisania ignea"
"7471","Colubraria castanea"
"7472","Alectrion papillosus"
"7473","Zeuxis hepaticus"
"7474","Latirus polygonus"
"7475","Benimakia fastigium"
"7476","Latirulus turritus"
"7477","Latirulus nagasakiensis"
"7478","Nebularia ferruginea"
"7479","Nebularia contracta"
"7480","Neocancilla papilio"
"7481","Strigatella paupercula"
"7482","Strigatella oleacea"
"7483","Vexillum moelleri"
"7484","Oliva annulata"
"7485","Turridrupa bijubata"
"7486","Dendroconus striatus"
"7487","Darioconus textile"
"7488","Darioconus magnificus"
"7489","Conus obscurus"
"7490","Virgiconus moreleti"
"7491","Conus lividus"
"7492","Virgiconus flavidus"
"7493","Rhizoconus rattus"
"7494","Rhizoconus capitaneus"
"7495","Rhizoconus miles"
"7496","Conus vitulinus"
"7497","Conus generalis"
"7498","Conus catus"
"7499","Conus varius"
"7500","Puncticulis pulicarius"
"7501","Puncticulis arenatus"
"7502","Virroconus musicus"
"7503","Conus sponsalis nanus"
"7504","Virroconus fulgetrum"
"7505","Conus coronatus"
"7506","Acuminia lanceata"
"7507","Subula dimidiata"
"7508","Oxymeris crenulata"
"7509","Terebra subulata"
"7510","Dimidacus babylonia"
"7511","Dimidacus cingulifera"
"7512","Smaragdinella calyculata"
"7513","Siphonaria rucuana"
"7514","Octopus oliveri"
"7515","Octopus cyanea"
"7516","Barbatia foliata"
"7517","Barbatia amygdalumtostum"
"7518","Acar plicatum"
"7519","Isognomon legumen"
"7520","Pinctada maculata"
"7521","Pteria loveni"
"7522","Streptopinna saccata"
"7523","Spondylus occidens"
"7524","Spondylus squamosus"
"7525","Chlamys"
"7526","Gloripallium pallium"
"7527","Semele zebuensis"
"7528","Glossocardia obesa"
"7529","Periglypta clathrata"
"7530","Pavona"
"7531","Cycloseris patelliformis"
"7532","Favites"
"7533","Goniastrea"
"7534","Montastrea curta"
"7535","Leptoria phrygia"
"7536","Millepora"
"7537","Dardanus lagopodes"
"7538","Dardanus crassimanus"
"7539","Calcinus elegans"
"7540","Aethra scruposa"
"7541","Etisus rhynchophorus"
"7542","Trapezia"
"7543","Ocypode ceratophthalmus"
"7544","Pachygrapsus fakaravensis"
"7545","Echinostrephus aciculatus"
"7546","Colobocentrotus mertensii"
"7547","Panulirus penicillatus"
"7548","Panulirus longipes"
"7549","Tortanus gracilis"
"7550","Ahnfeltiopsis paradoxa"
"7551","Chondrus verrucosus"
"7552","Ulva arasakii"
"7553","Bryopsis maxima"
"7554","Gastroclonium pacificum"
"7555","Calliarthron yessoense"
"7556","Undaria pinnatifida f. pinnatifida"
"7557","Grateloupia livida"
"7558","Sargassum thunbergii"
"7559","Sargassum ammophilum"
"7560","Sargassum muticum"
"7561","Solieria pacifica"
"7562","Gracilaria vermiculophylla"
"7563","Solieria tenuis"
"7564","Eisenia"
"7565","Griffithsia subcylindrica"
"7566","Ecklonia"
"7567","Gelidium"
"7568","Sargassum sagamianum"
"7569","Prionitis cornea"
"7570","Petalonia binghamiae"
"7571","Sphaerotrichia divaricata"
"7572","Undaria undarioides"
"7573","Codium fragile"
"7574","Sargassum segii"
"7575","Meristotheca"
"7576","Gelidium linoides"
"7577","Sargassum yezoense"
"7578","Laurencia nipponica"
"7579","Sargassum filicinum"
"7580","Eckloniopsis"
"7581","Bryopsis plumosa"
"7582","Undaria"
"7583","Ulva linza"
"7584","Gelidiaceae"
"7585","Codium"
"7586","Amphiroa dilatata"
"7587","Lithophyllum"
"7588","Coccophora langsdorfii"
"7589","Padina crassa"
"7590","Ceramium kondoi"
"7591","Silvetia babingtonii"
"7592","Enteromorpha"
"7593","Scytosiphon lomentaria"
"7594","Eucheuma"
"7595","Sargassaceae"
"7596","Colpomenia"
"7597","Costaria"
"7598","Ulva"
"7599","Solieria"
"7600","Nemalion"
"7601","Petalonia"
"7602","Ulvaceae"
"7603","Grateloupia"
"7604","Chorda asiatica"
"7605","Enteromorpha prolifera"
"7606","Desmarestia viridis"
"7607","Stypopodium zonale"
"7608","Grateloupia articulata"
"7609","Codium cylindricum"
"7610","Hypnea charoides"
"7611","Hypnea"
"7612","Jania capillacea"
"7613","Monostroma nitidum"
"7614","Cryptarachne polyglandulosa"
"7615","Bossiella cretacea"
"7616","Sargassum yamamotoi"
"7617","Phacelocarpus japonicus"
"7618","Caulerpa brachypus"
"7619","Sargassum duplicatum"
"7620","Lobophora variegata"
"7621","Ecklonia stolonifera"
"7622","Nemalion vermiculare"
"7623","Sargassum cristaefolium"
"7624","Bryopsis"
"7625","Hypnea japonica"
"7626","Sargassum alternato-pinnatum"
"7627","Sargassum kushimotense"
"7628","Gracilaria chorda"
"7629","Eucheuma amakusaense"
"7630","Urospora penicilliformis"
"7631","Chaetomorpha linum"
"7632","Ulothrix flacca"
"7633","Ulva intestinalis"
"7634","Ulva prolifera"
"7635","Papenfussiella kuromo"
"7636","Petrospongium rugosum"
"7637","Desmarestia ligulata"
"7638","Dilophus okamurae"
"7639","Sargassum yamadae"
"7640","Analipus japonicus"
"7641","Endoplura aurea"
"7642","Colpomenia bullosa"
"7643","Myelophycus simplex"
"7644","Petalonia fascia"
"7645","Scytosiphon canaliculatus"
"7646","Bangia fuscopurpurea"
"7647","Bangia gloiopeltidicola"
"7648","Porphyra yezoensis"
"7649","Campylaephora crassa"
"7650","Centroceras clavulatum"
"7651","Ceramium paniculatum"
"7652","Ceramium tenerrimum"
"7653","Griffithsia japonica"
"7654","Psilothallia dentata"
"7655","Spyridia elongata"
